# INT8 calibration set for docs/05 (PTQ)
# source_split: /home/zcemml1/medtronic_qat_data/datasets/sanoscience_yolo_full_nonexpert_stereo/images/train
# n_episodes: 500   one frame per episode
# seed: 42
# set_sha256: ce7774ec1ff18953f1775a53d31ad97384327d1247005106318b2ba96eb26d5a
# disjoint from val and val100 at BOTH frame and episode level
# columns: episode	frame	sha256
episode_000049	episode_000049_left_00036.jpg	63b0fe0575e772c058bda1fe5352f5dbb6b4c599761bf5f05672f96cbe3a733c
episode_000051	episode_000051_left_00054.jpg	857cddfe67a8032a9b90720bf55aa48c3d7750a6f1eaada68652b0ba685a46df
episode_000052	episode_000052_left_00066.jpg	da0345f6f69015b0d97c465e12496821ce073e710d6a0cb18b9729af4d9ee183
episode_000054	episode_000054_left_00072.jpg	7de0108776091e67784d4a1f4a5c5657e447101e27ccb50ba3f037690fcf6ea3
episode_000060	episode_000060_left_00030.jpg	19c87631fcc8d97767a5cbf2d86ac080125f1233ba83d36db3cd47269c57ed2f
episode_000061	episode_000061_left_00054.jpg	e07bb431a240f6072ddd7d8264aa5a325cee617dbe51fa27b9f9c0e45b7b61ba
episode_000063	episode_000063_left_00072.jpg	fec59bc0132e7ce84ef38a0a170df828cba94d5470b7f8de1a1ed1750d703653
episode_000067	episode_000067_left_00000.jpg	f2cbd20e53b08bf788acd1b752ab7a0c520f31b1c044c97e3d042aa3d95fbb0e
episode_000068	episode_000068_left_00054.jpg	ac5e39b1dfe0d64d2a15c0d53aa168b2c351005a23394257a3a578cb4b673bb8
episode_000069	episode_000069_left_00054.jpg	4713410d8e268f1348940d487cc1149e58b46cb695dc65da2dc37baefecb4537
episode_000070	episode_000070_left_00036.jpg	27229a35581ba4537788dc98f41961df89587264e57a2cead04fc88eeb618b08
episode_000071	episode_000071_left_00078.jpg	e587dc7aeebe1d66be64ed1d12bed5eb9e2815360ef957ec564b4f2e132c68ba
episode_000073	episode_000073_left_00072.jpg	8c5922c482e93817d05491277541e543a6a14b04473d1a9eb27f49a78aeffb6e
episode_000074	episode_000074_left_00054.jpg	3689fd9ba6bd556720c911b75e018e9db6ebd0bbdd5ef254c884242fff583c2d
episode_000078	episode_000078_left_00054.jpg	e1d2e9bfcdf0879f8486ce5fb8ea8a057ebcb8d3194478033c0294c095e6ff26
episode_000079	episode_000079_left_00060.jpg	f146fc3c021fe2a372234fbe716d422b53cf1cf57385546bf109e8bee1a30ec2
episode_000080	episode_000080_left_00030.jpg	498d607055b6757e6bf1833324ffc6c5edd1ec565c54efb1933a4cf800793dc1
episode_000083	episode_000083_left_00042.jpg	d452efee37110603dd86c9e7a39b8f93c53eb231a4a64559b9c45674fd937cbc
episode_000084	episode_000084_left_00042.jpg	500f07f99cffab56008bb4d2e6713e35202749d80acce05c4a16b5603b4bf0c3
episode_000086	episode_000086_left_00042.jpg	cae0766da1a3c1697a0cec7e5162db68dcc869b71296cc7ec4f98b0775af846d
episode_000091	episode_000091_left_00060.jpg	9ae085ad7ea62066f93794e2721f3884fbdb5908d4916275f773554be578d961
episode_000092	episode_000092_left_00018.jpg	ee48c9d97ce938066520bcdb3a730da108d0ab4550f56ac05680d1dfc4802667
episode_000097	episode_000097_left_00048.jpg	d479f055ddc27d3c8dd186c9d827fe412bad91f2575bfd8ba6aa812157e488ec
episode_000102	episode_000102_left_00042.jpg	d413cdec4238d7295a600a1eca7b9383fe8250312cdac40978a4dfc0f5e271c3
episode_000103	episode_000103_left_00072.jpg	b2cddd4e6d7e6be842232894145d0c080722814b8f186afaaf997a4585e30471
episode_000104	episode_000104_left_00084.jpg	058a034731fece9da74ff9f3473fc2cc35fd4adeb1be6c99f288cdcf5953fd05
episode_000105	episode_000105_left_00072.jpg	856273f4478b86cbe91aac5abcd1faa33455e00ad39091c6980b999a04b1747b
episode_000109	episode_000109_left_00066.jpg	977da9e433a651561311a2556dca5c9171c81778af4245aa3ae347d2e431f5e3
episode_000111	episode_000111_left_00012.jpg	b53d027990237dee18096d7f691aeeea84f414a25240babdff68f9aef01d5b36
episode_000114	episode_000114_left_00060.jpg	fad5ad879274a2e80e8ead696ee10a0bba7ca77ca9dc211cd8c993fe893f112a
episode_000115	episode_000115_left_00006.jpg	08a0a39dabcbb96b681eea3e946e9f79e7e28f107514584384724c8d90865540
episode_000118	episode_000118_left_00024.jpg	013bbe22fcd78471b67690106c2d19e77209701761ae3c6e46fcc9ab1cb18871
episode_000119	episode_000119_left_00048.jpg	38adba385acf3b86ae27a1a77bc34fa2f413c845dec97fa87b8ead4b4c42145b
episode_000120	episode_000120_left_00060.jpg	7359ad49ef5a7aa5851a6427a8175461eddc177c8c6853d907cfa345e8acccb2
episode_000123	episode_000123_left_00060.jpg	1f1edfaed7180fda8ee031469f9cb3fe053edadec2f52ebb6cc7b2fc38cad7ad
episode_000127	episode_000127_left_00060.jpg	c871ec0c172721693be3d2556544d564ba724e522a4310eb9461aab416180d1f
episode_000129	episode_000129_left_00012.jpg	3f798708779150b58d2b160b3b492cbbd46ae902997f11b99e29bb45baf3b905
episode_000131	episode_000131_left_00042.jpg	6fdf8da3ee9e8a29d052750e2d7aea3f85d43bef2626cb81ba208719b75c6465
episode_000139	episode_000139_left_00054.jpg	9722de79cf03888cb2b83ca71e0fd8de036c3343d08402d91d5b1d3a7e61814e
episode_000140	episode_000140_left_00042.jpg	fe7c77e3fb9282a700176bbe0cab7edfc00b7f941c3fe0f03d4b454e1e277617
episode_000142	episode_000142_left_00036.jpg	9ee0828d0be2ea548b61f4d9a31bc7ec577f784baf8555e94719479c7ab51964
episode_000143	episode_000143_left_00024.jpg	4462934eab9d10e24fe8dea1f362636f70ece6288df6e5ab085149d0c6484a97
episode_000144	episode_000144_left_00000.jpg	24daf9eb36ce5351ff5a1c824264d08e2925113cfd9d8a3f6df06d7b070d6bb3
episode_000146	episode_000146_left_00000.jpg	b1500f1587544eeab1bf6bff44dc18c76d52ee35f58c19104dec06d5d6cc87f7
episode_000147	episode_000147_left_00018.jpg	b738107f8a2d3873f9152766ae55a666cbf35e0b0152028a93da9504df203521
episode_000150	episode_000150_left_00042.jpg	64b3f864fc096e13ef8e07eecf188508346dc60ccd50a41ac706f52bef26a66e
episode_000151	episode_000151_left_00054.jpg	a096b43ce57fd71b72c81c254bbe31b36ffc7ee273b7990cd037593bd284c04b
episode_000152	episode_000152_left_00078.jpg	4113789149e629ec5f40fed998eb1618511306cde442b59358bd9d0b7a152e16
episode_000154	episode_000154_left_00072.jpg	2cd3bc94577fac0649fb2f0f4171ab8733d3a2fdc25207901f71ed2d0bca1ddd
episode_000155	episode_000155_left_00006.jpg	13b4f7969a3192942b7985be3fc185c10bb724e3e221c758b482b083f84dec3c
episode_000160	episode_000160_left_00042.jpg	b8dcece8438edbd832d4a1e5e3fbd2bbc6ec7c3f6db861647ae0b919e233470d
episode_000161	episode_000161_left_00036.jpg	cffd49c11aa45f24fee3392c4918de6c0f71e87b783f0be7bad6884b057c98d1
episode_000167	episode_000167_left_00036.jpg	6738f2a056e5247a27d5110c3bfb61dae8f18e45a27dab0470faab5b7632c717
episode_000168	episode_000168_left_00072.jpg	1002717a2e2b115e3a82c74ab867f522a73577087e3c52c7f28d22f22119bfe3
episode_000170	episode_000170_left_00090.jpg	3ded4b0d33152e93bca4774db603c0f70aafffaca0b4714556fd4042aa802edd
episode_000172	episode_000172_left_00072.jpg	2d9567cd9949a50defe5ec1ea0c6dfc8073e9a2f7550bbab45929a38655668fa
episode_000174	episode_000174_left_00042.jpg	08a969e00a42b28b300e4b7d76d2c43b32193f9e27316c4dbc7431e3ca04a7d1
episode_000175	episode_000175_left_00024.jpg	d637a2813f989ca770bebc405fda0b5761062a2f44ee70d821f131f980f78e14
episode_000177	episode_000177_left_00000.jpg	dd858e5d8d50c95cd7f89632f6240f4377c5eadf46350828751a0438de8dccda
episode_000179	episode_000179_left_00018.jpg	9a384c0b11e380ef913739aef70f6b53abd4221aecc7aac00a0f945dcd2e049a
episode_000184	episode_000184_left_00078.jpg	170e2a7ba8fb5d0f241afeb404a0df5daf2ea34985c6e38deaecc3f297890b38
episode_000187	episode_000187_left_00042.jpg	1d44369d1b7c64e240b48a602d56ded418a3dfa24c272c518ebf0e9db71d1e47
episode_000190	episode_000190_left_00030.jpg	afd06af8c12d5ce17d1c578c08bd971324aaea08fb341734d84f1d6fbceafd54
episode_000191	episode_000191_left_00084.jpg	2fc4dc063306b61eea1608dfccea77b97287c59657e39bfeae5751752cc85fd1
episode_000192	episode_000192_left_00006.jpg	f9a5a32c9ee5995b11b9589817ddf1606caefee5e5f64dc5f1eab0dfa84c4215
episode_000195	episode_000195_left_00042.jpg	a23dfd4910c708ee79c5dd5d23b78411f606c7855b12f334c541a0567bbf74f1
episode_000196	episode_000196_left_00018.jpg	a01b210aa880f7ad2458f21947c2a82514c552b55cddedd5574edf8b0486ee95
episode_000198	episode_000198_left_00042.jpg	8923484017d636960c66c2fd6c9f19d67215f2d648857014b479f30e39044f3d
episode_000199	episode_000199_left_00012.jpg	327ebb25611071b391a7a623ec2eab76d59f96823ae1042a454b75e88e79fcc7
episode_000200	episode_000200_left_00072.jpg	afc3ded4821c622cf567567698b33c5d936844f76cf855aff7f8353d2d67022b
episode_000202	episode_000202_left_00042.jpg	3df12f917089dc783d3d8f21d348c062e261c07a525e0dd8acacd30624225d2a
episode_000203	episode_000203_left_00066.jpg	d76eda251e0afe20452d6182d99323cebad3d2c10675c1e4c20797bd3b8df2f8
episode_000205	episode_000205_left_00048.jpg	b4eba5aa9fd0591d85486bdab18121ad69cbd740cad59c1af173c9c08e02c90d
episode_000206	episode_000206_left_00048.jpg	6666bf853ee4ce1bf1a1266626d554a68e34542e499ecefc300fc459b9d0fcff
episode_000207	episode_000207_left_00054.jpg	702f18a92547ea45d4d394f72a154ada0d33b10def80ba9f5d24f0506de195cf
episode_000210	episode_000210_left_00030.jpg	fa4445b3951b6eb5bd50734acdb0aeaa31553f9cdeaca8b3c98f511705ad92f6
episode_000213	episode_000213_left_00072.jpg	59bfcf89bb4304a97bc39f5a2cc0d85fe06789a1b46bcf635516facc26b337bc
episode_000215	episode_000215_left_00048.jpg	484f7879a632c6b7e34ed376dc45f53056ef72cae3237577c1c7ee15ea418f15
episode_000217	episode_000217_left_00078.jpg	2ab43c84a7052fc236bc70f7fd719bed221df77ff300d7862ae7f7f7c26967e8
episode_000218	episode_000218_left_00084.jpg	6f93c820258f6c7c6e26d1df3b0c6a2daeb052543ac6047e7b4ac9c009b0c070
episode_000224	episode_000224_left_00030.jpg	3f62919f553f9a4eb6d726b148aa206d440aece8670d9e6bb650a334091595b1
episode_000226	episode_000226_left_00090.jpg	d844b1b656a4953250019c72aed501029a5e4943626d18b2921b99ad87b856bd
episode_000227	episode_000227_left_00084.jpg	d8d15c826922c14e047888ec4cb397f9ed1a5dcf6a7243e84b8ed16376b7772a
episode_000231	episode_000231_left_00048.jpg	aa2cc67ea68f2eca5c248dcc70080d5e7236c11ea45b708e3a618c7dd05887f2
episode_000233	episode_000233_left_00042.jpg	261a81eb4adaf6cb1d765dc5ef86a3125fdb645939545394e586581d8044aaf5
episode_000236	episode_000236_left_00078.jpg	4f8ac26580e8e1c77e416d6b65c01bc3e4a2fa8c9214af0264d7bf0b18536456
episode_000237	episode_000237_left_00060.jpg	bf870793703654e3cb096551810baaf7bfe58f1ae1f2f60db65f3a3b5e19735c
episode_000238	episode_000238_left_00024.jpg	33f20c24c6714645474c533d0055f3138a4a1cfcd9a16f652284ca04ee03f8a8
episode_000242	episode_000242_left_00072.jpg	d5da278c4360d52dbf65cb9e0dee1ffc89507696508c58297a0e6b54942d3dca
episode_000243	episode_000243_left_00072.jpg	ba628c2bb17aa8fca84a3b0c201cc606bcd4f027d15bd03b02622091fc6862e1
episode_000249	episode_000249_left_00048.jpg	d274f599022210d93afbe7dc23b0428f502bae5f592ba1221ef499a90d242f88
episode_000251	episode_000251_left_00042.jpg	dd83d783357461bec454dd66f3cbbe465a47af9973bdd6beb95825e55a7263ae
episode_000253	episode_000253_left_00042.jpg	aec989250b001287187c9c777c758502c252c8450285faabdba57b6845d53a0e
episode_000256	episode_000256_left_00048.jpg	fe159d3e4d4f6ac6e5aac956c991b2ce2411e7a5998fceedd94986f8f4da4e9b
episode_000259	episode_000259_left_00084.jpg	5a47d6e49a3f920deebcaf83fcdc8ed46e9ff65924433d2b909a061c6cf49a86
episode_000261	episode_000261_left_00012.jpg	e2cfcf1b2eaf21cd31f1f2dc16ff0dbdbeb5bc3bb3b8117ae7eeef056ce9c1ce
episode_000263	episode_000263_left_00072.jpg	536c2aecee3e69fa68dcb57f563bba8a6dfff341e0ddc6390b8d19a240892b9c
episode_000264	episode_000264_left_00054.jpg	90850a8f830054f02bea666a9cee65a306faa05dfb82d2e93c5b92da4cc09001
episode_000266	episode_000266_left_00042.jpg	e5f06369341cc072760d935ef68e0f26c6e8da546760ed33459fbbe4e6593f2b
episode_000269	episode_000269_left_00024.jpg	ba2e2c7f1eaca23651a10d1f81a5df63f7781ade6f1ff7ee69ba1b2c13e2e78f
episode_000271	episode_000271_left_00030.jpg	7357797904fbaf8fb3fac87c563c982d9cb37a95cbb11434887d281dbb5e4532
episode_000276	episode_000276_left_00030.jpg	cffb40118df8769488b4c18f43681a8bd0d1a572f9417fcfc5742c2e162dc9e1
episode_000277	episode_000277_left_00084.jpg	10387a5c89a2b23ddab8697af79bc6907752959a4d39dc3c29f35a6638b1ebf6
episode_000279	episode_000279_left_00048.jpg	263a7804e0e10faf988b703e59a210bf12d27ddd0e93c7bf764f75a1b95a9c2f
episode_000280	episode_000280_left_00006.jpg	ffaf453e80752b8c73349933315b0685c1f6199ebfafde41b6ba0df9abe1cdd7
episode_000282	episode_000282_left_00012.jpg	00c1a93daccaea587d9d3b8891debec138e48f466cfd099c84acb4b29446147c
episode_000287	episode_000287_left_00012.jpg	b57a795f51e0ebc5545d9c4d3e83c8a2b1e7b424585362a26b720a6b7d0e6bf7
episode_000292	episode_000292_left_00018.jpg	75a506e767221bab1ac5187da354ea744931eac6e5198763c5473b9819d2471f
episode_000294	episode_000294_left_00036.jpg	55898f86cac6e576045e99649530d1974dee9b59537a5f5f5c04eab280e386b6
episode_000297	episode_000297_left_00066.jpg	846671750ce32198cdf24e325add6b46e4ebd0a998e4ae93575fd464287b526a
episode_000300	episode_000300_left_00012.jpg	82859159faac7ddbc55edc5e7444a45844c1364c0065a23083ef86ab25f1eb94
episode_000301	episode_000301_left_00066.jpg	56e4da94fd92191b8e9e46dfa281ee225d1e5de0a042e498d0f33da043d6d087
episode_000312	episode_000312_left_00018.jpg	7c2a04d71f3fd72ad88fdc391c4af216cb610fab16dcaf80884e76168c7211d8
episode_000315	episode_000315_left_00006.jpg	5cc646ccd81da08d26a8ef593067addec5d3a386347dc1996dcf18040890b617
episode_000316	episode_000316_left_00036.jpg	761f4942607e70e79fd6ff7421ffdebe1a4cf5f5218cde60925830d62c001784
episode_000318	episode_000318_left_00036.jpg	9fbe296184a8fc4998c97bd8dc1877ad04e7ab044989efcf8b6ba4825e5e941e
episode_000321	episode_000321_left_00030.jpg	c1044c6266ff9ba361da1c932c7a9ea9cf2594b7626671e615281f13c0e59a76
episode_000322	episode_000322_left_00048.jpg	41a533c658b5bec7ecc8d3265e67e55eb8f817e706496dd9e0c3ac3d9ab1a85e
episode_000324	episode_000324_left_00042.jpg	532f2733ce7fade40c5250041cfb2b81f6a9beefa43f1bf34ffca5f2cf4e3bc7
episode_000327	episode_000327_left_00036.jpg	11c2a109fc63ce578e332b6eaceccb2a37ec57d3fee08167be6b1d889429f4bd
episode_000330	episode_000330_left_00000.jpg	f4baf7deffb90bb575313ed8f4b79ab40047ed5aa54eb39384289db8fd8de84d
episode_000332	episode_000332_left_00018.jpg	58eaf628f7b3ab01e9f12fa27022668e231b1473f8742b4720c68188186671fb
episode_000335	episode_000335_left_00078.jpg	0d36f7c4d45a6cf26dfbe44fe1115d7a68a600a5f380c15b5e031c3e7484f9dd
episode_000336	episode_000336_left_00036.jpg	d2277159e229feaeed28f35447198eda56259598f0ce49ad8b7a45315b08f290
episode_000339	episode_000339_left_00036.jpg	2cdf1feb12319fc8c0539c49fb2858b8b98a8a105722ecf59a9e53b9b3afd6cb
episode_000342	episode_000342_left_00084.jpg	0c5e98217d166f2e2351798bee9d3dc2ef16dd03c0cb88ee4b37f3c23438f73b
episode_000343	episode_000343_left_00072.jpg	d4105f78f83acea42f8c2dd9dd41a390400e1c0d6885d7e86597545945e39063
episode_000345	episode_000345_left_00000.jpg	be88227ea520a5e8fadc4a9c0eeec612f9624e601a0afda630731de0f0095353
episode_000347	episode_000347_left_00072.jpg	a83b5149f0b3967bd941ff8879eec4e495207bca78ed91ac0a4283be5a76fdf4
episode_000348	episode_000348_left_00042.jpg	c896da1219a4118304cd7ffc3f4f5a940b284f1ba6643fee171658d5ff71c26a
episode_000349	episode_000349_left_00000.jpg	ca41012e8d48873c672f1996ed7cfa644300780aa912012ddf8551f2ac5b5925
episode_000350	episode_000350_left_00066.jpg	df9449a55d34ee4fab20d7763de6e0390b4e1a238978e7342f6661489d87707f
episode_000356	episode_000356_left_00054.jpg	dece6145b4fb4b9f29f41178e574975b9a43d983034a40c40af1c22bfafdbcf4
episode_000359	episode_000359_left_00072.jpg	c2fd5ba5a44a7a8263b866fb5e01071c9032fe6a0351416a3e1cc094ca92135f
episode_000360	episode_000360_left_00084.jpg	bbc2681a99f501908ed55b45b4cdd0ca37a5c9d92edebf5c7f8bd30cf26a4853
episode_000362	episode_000362_left_00084.jpg	497a00bf731ac3404c5d9ab41e99a47f6035fd67f4242538fe3343da62ac7543
episode_000366	episode_000366_left_00084.jpg	9ca04dc22fa8ed0acd750a7d4b1dc44fd04394aef336680e56d6089d7da11bc0
episode_000367	episode_000367_left_00042.jpg	3b2951eafb3d80ce9771d67d46a876a6bdd6e52a89157c4ea5e6f00c1c440048
episode_000368	episode_000368_left_00048.jpg	9b72482e2bafa7b79061931a7c9a287bfb91794290c5b6eb4ea13002a60eca68
episode_000371	episode_000371_left_00066.jpg	4f92a8f711bf4a24730fa1d72ed059e3d198e70c4af3ddf838858f488e06a0ee
episode_000374	episode_000374_left_00066.jpg	1e596270513bc1e74367dd01b2d8f2f2402cd0920fd2a7bb87a620cdae25634d
episode_000375	episode_000375_left_00048.jpg	22190eadf67b0ac3f5fed2a0bc309eafb19e01ffbb97f678c93c4eb3e054a92a
episode_000381	episode_000381_left_00078.jpg	cac0af423e3de6a64597250042ed58dc132df73e949157e8003781d8f9fad708
episode_000382	episode_000382_left_00054.jpg	f7314123b46c0d0da4e3801a80b331c675fc2a434485136f275cd2e2b009721d
episode_000387	episode_000387_left_00018.jpg	7ad3a4475299467848a8ee047ee4b18d5084ef1daafb141f0da222c5562726c0
episode_000397	episode_000397_left_00090.jpg	dce17b51ea2c3c8c84db7140b3019cb3180818f1721be67f29375a416cd82865
episode_000398	episode_000398_left_00042.jpg	237b88949c852248a799cf2a4a4407439bd4e09cf34df155fde8e7201f3e096e
episode_000400	episode_000400_left_00048.jpg	61b7ff4b63a8f64e0c9aeb56ef14f080afe7d95975ed93c60aba151140948f56
episode_000402	episode_000402_left_00078.jpg	fe9f108b2708b8c2c3f6045465e2b1f9a9d9d522d6475524c0f1ded90c3caab4
episode_000403	episode_000403_left_00090.jpg	04ce52af643ca11ce3b464624f445bf0439be08e15f326b36efd10f06fdd2a7e
episode_000408	episode_000408_left_00000.jpg	bbb0dab3294a65c121c039bf91c89f896bbbd794aa786d03d1b8e40a3f54a829
episode_000414	episode_000414_left_00036.jpg	540ee87d3beefa914c2455044f0ae93e2c81ed9707132d2d90d449dc0340989f
episode_000416	episode_000416_left_00030.jpg	4f3f73d219ef340e8ad49414a5b8b1228f217bbe42f9800e5f3aadb589ed78ce
episode_000417	episode_000417_left_00060.jpg	64861fc0f2c5da9cc29cae66cc84be69783a141084b9028123575b8af8bb2c3e
episode_000418	episode_000418_left_00060.jpg	d1cad3cd2544fab9d48113676bec3088513104a8edcb257b916030e035a731e7
episode_000419	episode_000419_left_00072.jpg	749705a2a0f9efa061f9e693f19b1781a1627829aa3213d49c8e4f8ee1a83121
episode_000420	episode_000420_left_00066.jpg	85621508f46e1617bf66da597bcb005bdb633e1ff8a96247ad1f7fc484d98450
episode_000421	episode_000421_left_00012.jpg	ccf0cfda7661daa4146edea4c28af3ff1591b676be58cc93e89ff249cd177064
episode_000422	episode_000422_left_00078.jpg	b92116a3179ebe7f08c1c5b7087ddba8e587d74e76e4d3faf6eec528ad6c04cf
episode_000425	episode_000425_left_00072.jpg	9c610c3cc55a1ec05281ec34b62efe26db472e3fe89982ae9181f82d7da5d79d
episode_000430	episode_000430_left_00084.jpg	4cfcd1c319aafb0099adc0209947715ab486e14ebdf9cd743ae4ac856d8dd417
episode_000431	episode_000431_left_00066.jpg	94e374dff617f8da0b0a734bef7de8df37d67d92cf81855c684a8c70c4bb07f7
episode_000438	episode_000438_left_00054.jpg	a2bc0b83e4c07c544439b104f42edaeb967ec6931152619d9de63322db9404dc
episode_000441	episode_000441_left_00048.jpg	f49168931e9124464a5d6a00967d9911eed9c047a3eb17910e68a9bd0bd05160
episode_000442	episode_000442_left_00000.jpg	e51f171e5563fa4e6def7d6a1343545ce9066b841aaddbea00b404da64c0afd1
episode_000444	episode_000444_left_00084.jpg	a44b20db623cc80a0fb8c30a8c791b882a20c75ecf7f15ee29f88b133f5c663f
episode_000446	episode_000446_left_00036.jpg	86aae31b6cf5a1628392f162c02f8d1aa9fa90317e053e561d063d911c6112b4
episode_000447	episode_000447_left_00054.jpg	e51cb85b0ffb392a19986462b3041d3324ad357bafb8e50978bbe03b36f92d30
episode_000449	episode_000449_left_00012.jpg	ea149b6ae76094e7572d778589e90fd43b94ceeb05f42a0c7d74d0dc43614c1f
episode_000450	episode_000450_left_00006.jpg	6979fb01302d8cdc7fd8cef40fe2f71cb09db46be7a9818b0b36ffe9d13d539c
episode_000453	episode_000453_left_00060.jpg	8a192e9df0184ffc5f7aa0b7d15b02a1cea55944a054cbd881f3dde0644d1f9a
episode_000455	episode_000455_left_00078.jpg	6bb49cf86739eb722fc63be72cedf42004465ca631e97114fa76749e5cd76832
episode_000456	episode_000456_left_00012.jpg	1259a9a3705e5052ce1240c73e04647dc192c489389e99d9492a2049e0310ac8
episode_000457	episode_000457_left_00078.jpg	b1fc397789471717ee88a3aba9ea99ceb6af4ff8465c9297a976f274432d2df3
episode_000458	episode_000458_left_00042.jpg	45e2b89b1d40f795445709323d99f15822d35ab0ec63b0caf3bfc7d20f626508
episode_000460	episode_000460_left_00012.jpg	0118d2c24bdf9f72c4d3bc7e33d837ccae95c748663de9b098d0f93942b1cd4c
episode_000461	episode_000461_left_00042.jpg	51c08e3cc52f199b11bf2a47e65b3085c60c32534cfc201b62a3912ee55ed3c5
episode_000462	episode_000462_left_00024.jpg	daba04393068faff20d5fedff673abb35181d79f872701aca7758a6c46b6bbcc
episode_000466	episode_000466_left_00036.jpg	c6d3a5d6803702b601cb962ed484c3393ed6eebe4b03927e978d6d72629f9647
episode_000468	episode_000468_left_00030.jpg	10683587c9e0598b659da1db59ea368c89ed29189af63861d7c69f066f13a41b
episode_000469	episode_000469_left_00018.jpg	a8eb10358c087ae37a65372672e74b4bc0b3f1b2749b0c3bb31544650a69ea7c
episode_000474	episode_000474_left_00042.jpg	49823ad70826f3113b39d583e9317e93f4b71bec4d25371cce78cc6108abd8bc
episode_000475	episode_000475_left_00030.jpg	65e28b64f5690fed587ab343f27fed7f2cc28d203246fee6a50a4b9d1955cb41
episode_000477	episode_000477_left_00030.jpg	6196c885759c165d7af3821a9ae14220c71de2d0a1f423c62e21a2c5088f9cc5
episode_000478	episode_000478_left_00078.jpg	df9974b4ea3f2bb5ac7dd7c523da4f8b74325db31036b7ad29422a23b5b04779
episode_000480	episode_000480_left_00084.jpg	062a09aaeccce3aca42c5bea010a3f134ddc3e773017645a3d4790f6d0a23307
episode_000482	episode_000482_left_00036.jpg	f6b81a0469c952aab977b81d11d1a3c8f6d5c9309b39a91fef5b353e4d813c0a
episode_000485	episode_000485_left_00024.jpg	bedcd6ae980c01fac35eb67be3972290c87a945645cf8734f90fb57208ad00f1
episode_000490	episode_000490_left_00036.jpg	bb70a877e0035ac273811c708e44e2def09ca07dda48c54f7a3c9d4f4d0d3914
episode_000496	episode_000496_left_00024.jpg	686c4c2ffa1f66a13bf27392e1595da7defd3822cbfaf29fb01fa9a04dfd1fd0
episode_000497	episode_000497_left_00030.jpg	924ef1fb47a9ac4cd3a5623ecff70ef697698b1d881a1377eedeef7e71e0f89d
episode_000499	episode_000499_left_00042.jpg	a1d8d81fa1bf160b975665eea0ac1a0c07e703b3ef0a385b76b90ad655c6bf68
episode_000501	episode_000501_left_00006.jpg	4eda8ac1111d684624b7106091486073841d50d33fbf0ce044e98b1280884d4c
episode_000502	episode_000502_left_00048.jpg	5fca13ea189968f92726cf91929a73341102915150b3dbe70df1776d6a71028c
episode_000506	episode_000506_left_00000.jpg	ea5090aa7af80fb2d5ad9de9f9456d833a3625e11c38d61467d8d68eb8e7b76a
episode_000510	episode_000510_left_00030.jpg	1b3b358cbf4bbd42e61faa8323b871ac7a29011a89047ccf4e8fafa6e2e3bdd0
episode_000512	episode_000512_left_00018.jpg	351c280e89e907d26e1eb09df5e87e9e20397e941c19a845ca6032f9777d5230
episode_000516	episode_000516_left_00060.jpg	e5e673fc6e3d182a5e8e8aac03d9408fffd0272be59dab41f14882973d098c8e
